module,type,name,res_id,src,value,comments
base,model,"ir.module.module,description",base.module_pos_discount,"

This module allows the cashier to quickly give a percentage
sale discount to a customer.

","

Este módulo le permite al cajero dar rápidamente un porcentaje
descuento de venta a un cliente.

",
base,model,"ir.module.module,description",base.module_account_tax_python,"
        A tax defined as python code consists in two snippets of python code which are executed in a local environment containing data such as the unit price, product or partner.

        ""Applicable Code"" defines if the tax is to be applied.

        ""Python Code"" defines the amount of the tax.
        ","
        Un impuesto definido como código Python consiste en dos fragmentos de código los cuales son ejecutados en un entorno local conteniendo datos como el precio unitario, producto o empresa asociada.

        ""Código Aplicable"" define si el impuesto es aplicable.

        ""Código en Python"" define el importe del impuesto.
        ",
base,model,"ir.module.module,summary",base.module_account_tax_python,"
        Allows to use python code to define taxes","
Permite utilizar código Python para indicar los impuestos",
base,model,"ir.module.module,summary",base.module_partner_autocomplete,"
        Auto-complete partner companies' data","
        Auto-completar información de contacto de compañías",
base,model,"ir.module.module,description",base.module_hr_maintenance,"
        Bridge between HR and Maintenance.","
Enlace entre los módulos HR y Mantenimiento",
base,model,"ir.module.module,description",base.module_l10n_lt,"
        Chart of Accounts (COA) Template for Lithuania's Accounting.

        This module also includes:

        * List of available banks in Lithuania.
        * Tax groups.
        * Most common Lithuanian Taxes.
        * Fiscal positions.
        * Account Tags.
    ","
        Chart of Accounts (COA) Template for Lithuania's Accounting.

        This module also includes:

        * List of available banks in Lithuania.
        * Tax groups.
        * Most common Lithuanian Taxes.
        * Fiscal positions.
        * Account Tags.
    ",
base,model,"ir.module.module,summary",base.module_partner_autocomplete_address_extended,"
        Correct address formating when both modules are installed","
        Formato de direcciones cuando ambos módulos están instalados",
base,model,"ir.module.module,summary",base.module_pos_cache,"
        Enable a cache on products for a lower POS loading time.","
        Habilitar un cache en productos para un menor tiempo de carga en POS.",
base,model,"ir.module.module,description",base.module_openacademy,"
        Open Academy module for managing trainings:
            - training courses
            - training sessions
            - attendees registration
    ","
        Open Academy module for managing trainings:
            - training courses
            - training sessions
            - attendees registration
    ",
base,model,"ir.module.module,description",base.module_hr_expense_check,"
        Print amount in words on checks issued for expenses
    ","
        Imprimir la cantidad en palabras en los cheques emitidos para gastos
    ",
base,model,"ir.module.module,summary",base.module_social_media,"
        Social media connectors for company settings.","
        Conectores de medios sociales para la configuración de la compañía.",
base,model,"ir.module.module,description",base.module_base_sparse_field,"
        The purpose of this module is to implement ""sparse"" fields, i.e., fields
        that are mostly null. This implementation circumvents the PostgreSQL
        limitation on the number of columns in a table. The values of all sparse
        fields are stored in a ""serialized"" field in the form of a JSON mapping.
    ","
         El propósito de este módulo es implementar campos ""dispersos"", es decir, campos
         que son en su mayoría nulos. Esta implementación elude la limitación del PostgreSQL
         en el número de columnas en una tabla. Los valores de todos los campos dispersos
         se almacenan en un campo ""serializado"" en la forma de una asignación JSON.
    ",
base,model,"ir.module.module,description",base.module_social_media,"
        The purpose of this technical module is to provide a front for
        social media configuration for any other module that might need it.
    ","
        El propósito de estemódulo técnico es proveer un frente para
        la configuración de medios sociales para cualquier otro módulo que lo necesite.
    ",
base,model,"ir.module.module,description",base.module_im_support,"
        This module allows employee users to communicate with livechat operators
        of another database on which a counterpart addon is installed.
    ","
        Este módulo permite a empleados comunicarse con operadores de livechat
        de otra base de datos en la cuál se ha agregado un módulo correspondiente.
    ",
base,model,"ir.module.module,description",base.module_stock_zebra,"
        This module bring templates to produce labels in the Stock app (and derivatives) for Zebra printers. Those devices print thermal barcode label and shipping labels. Printers make label from ZPL script which is built in Odoo.","
        Este módulo agrega plantillas para generar etiquetas en la aplicación de Inventario (y derivadas) para impresoras Zebra. Estos dispositivos imprimen etiquetas termales de código de barras y de envío. Las impresoras generan las etiquetas a partir de scripts ZPL hechas en Odoo.",
base,model,"ir.module.module,description",base.module_maintenance,"
        Track equipments and maintenance requests","
        Seguimiento a equipos y requisiciones de mantenimiento",
base,model,"ir.module.module,description",base.module_hr_recruitment_survey,"
        Use interview forms during recruitment process.
        This module is integrated with the survey module
        to allow you to define interviews for different jobs.
    ","
Usar formularios de entrevista durante el proceso de selección.
Este módulo está integrado con el módulo de encuestas para permitir definir entrevistas personalizadas para distintos puestos de trabajos.",
base,model,"ir.module.module,summary",base.module_stock_zebra,"
        Zebra printers integration for stock module","
        Integración de impresoras Zebra para el módulo de Inventario",
base,model,"ir.module.module,description",base.module_partner_autocomplete,"
       Auto-complete partner companies' data
    ","
       Auto-completar datos de la compañía del partner
    ",
base,model,"ir.module.module,description",base.module_l10n_multilang,"
    * Multi language support for Chart of Accounts, Taxes, Tax Codes, Journals,
      Accounting Templates, Analytic Chart of Accounts and Analytic Journals.
    * Setup wizard changes
        - Copy translations for COA, Tax, Tax Code and Fiscal Position from
          templates to target objects.
    ","
    * Soporte multiidioma para los planes de cuentas, impuestos, códigos de impuesto, diarios, plantillas de contabilidad, planes de cuentas analíticos y diarios analíticos.
* Cambios en el asistente de configuración
        - Copiar traducciones para el plan de cuentas, los impuestos, los códigos de impuesto, las posiciones fiscales de las plantillas a los objetos.
    ",
base,model,"ir.module.module,description",base.module_test_documentation_examples,"
    Contains pieces of code to be used as technical documentation examples
    (via the ``literalinclude`` directive) in situations where they can be
    syntax-checked and tested.
    ","
    Contiene partes de código a ser usados como ejemplos de documentación técnica 
    (via la directiva ``literalinclude``) en situaciones donde pueden ser validada la sintaxis
    y testeada.
    ",
base,model,"ir.module.module,description",base.module_account_lock,"
    Make the lock date irreversible:

    * You cannot define stricter conditions on advisors than on users. Then, the lock date on advisor must be set before the lock date for users.
    * You cannot lock a period that is not finished yet. Then, the lock date for advisors must be set before the last day of the previous month.
    * The new lock date for advisors must be set after the previous lock date.
    ","
    Haga la fecha de bloqueo irreversible:

    * No puede definir condiciones más estrictas para asesores que para usuarios. Por ello, la fecha de bloqueo en el asesor debe ser antes que la de los usuarios.
    * No puede bloquear un periodo que no ha terminado. Por ello, la fecha de bloqueo para asesores debe ser una antes del último del mes previo.
    * La nueva fecha de bloqueo para asesores debe ser posterior a la fecha de bloqueo previa.
    ",
base,model,"ir.module.module,description",base.module_hr_timesheet_attendance,"
    Module linking the attendance module to the timesheet app.
    ","
El módulo une el módulo de asistencias con la aplicación de partes de horas.",
base,model,"ir.module.module,description",base.module_payment_payumoney,"
    PayuMoney Payment Acquirer for India.

    PayUmoney payment gateway supports only INR currency.
    ","
Medio de pago PayUMoney Acquirer para la India.
La plataforma de pago PayUMore sólo soporta rupias indias.",
base,model,"ir.module.module,description",base.module_l10n_be_hr_payroll_account,"
Accounting Data for Belgian Payroll Rules.
==========================================
    ","
Datos de contabilidad para las reglas de nóminas belgas.
==============================================
    ",
base,model,"ir.module.module,description",base.module_website_sale_delivery,"
Add a selection of delivery methods to your eCommerce store.
Configure your own methods with a pricing grid or integrate with carriers for a fully automated shipping process.
    ","
Añada una selección de métodos de entrega a su tienda de comercio electrónico.
Configure sus propios métodos con una tabla de precios o intégrelos con transportistas para un proceso de entrega completamente automatizado.
    ",
base,model,"ir.module.module,description",base.module_hr_contract,"
Add all information on the employee form to manage contracts.
=============================================================

    * Contract
    * Place of Birth,
    * Medical Examination Date
    * Company Vehicle

You can assign several contracts per employee.
    ","
Añade toda la información en el formulario de empleado para gestionar contratos.
====================================================================

    * Contrato
    * Lugar de nacimiento
    * Fecha del examen médico
    * Vehículo de empresa

Puede asignar varios contratos por empleado.
    ",
base,model,"ir.module.module,description",base.module_product_email_template,"
Add email templates to products to be sent on invoice confirmation
==================================================================

With this module, link your products to a template to send complete information and tools to your customer.
For instance when invoicing a training, the training agenda and materials will automatically be sent to your customers.'
    ","
Añade plantillas de correo electrónico a los productos a ser enviados en la confirmación de la factura
======================================================================

Con este módulo, puede enlazar sus productos a plantillas para enviar a sus clientes información detallada o herramientas.
Por ejemplo, al facturar una formación, la agenda de la formación y los materiales pueden ser enviados automáticamente a su cliente.",
base,model,"ir.module.module,description",base.module_product_margin,"
Adds a reporting menu in products that computes sales, purchases, margins and other interesting indicators based on invoices.
=============================================================================================================================

The wizard to launch the report has several options to help you get the data you need.
","
Añade un menú de informes en los productos que calcula las ventas, compras, márgenes y otros indicadores interesantes basados en las facturas.
================================================================================================================

El asistente para lanzar el informe tiene varias opciones que ayudan a obtener los datos necesarios.
",
base,model,"ir.module.module,description",base.module_pad,"
Adds enhanced support for (Ether)Pad attachments in the web client.
===================================================================

Lets the company customize which Pad installation should be used to link to new
pads (by default, http://etherpad.com/).
    ","
Añade soporte extendido para adjuntos (Ether)Pad en el cliente web.
===================================================================

Permite a la compañía personalizar qué instalación de Pad debe usarse para enlazar con nuevos pads (por defecto, http://etherpad.com/).
    ",
base,model,"ir.module.module,description",base.module_pos_mercury,"
Allow credit card POS payments
==============================

This module allows customers to pay for their orders with credit
cards. The transactions are processed by Mercury (developed by Wells
Fargo Bank). A Mercury merchant account is necessary. It allows the
following:

* Fast payment by just swiping a credit card while on the payment screen
* Combining of cash payments and credit card payments
* Cashback
* Supported cards: Visa, MasterCard, American Express, Discover
    ","
Habilita el pago por tarjeta de crédito en el TPV
==============================

Este módulo permite a los clientes pagar sus compras con tarjeta de crédito.
Las transacciones son procesadas mediante Mercury (desarrollado por Wells Fargo Bank)
Es necesario tener una cuenta en Mercury, lo que te permite:
* Pago rápido con sólo pasar una tarjeta de crédito mientras está en la pantalla de pago
* Combinación de pago en efectivo y con tarjeta de crédito
* Tarjetas soportadas: Visa, MasterCard, American Express y Discover",
base,model,"ir.module.module,description",base.module_website_sale_wishlist,"
Allow shoppers of your eCommerce store to create personalized collections of products they want to buy and save them for future reference.
    ","
Permita a los compradores de su comercio electrónico crear colecciones personalizadas de productos que quieren comprar y guardarlos para futuras referencias.
    ",
base,model,"ir.module.module,description",base.module_auth_oauth,"
Allow users to login through OAuth2 Provider.
=============================================
","
Permite a los usuarios iniciar sesión a través de un proveedor OAuth2.
==========================================================
",
base,model,"ir.module.module,description",base.module_auth_signup,"
Allow users to sign up and reset their password
===============================================
    ","
Permite a los usuarios registrarse y restablecer su contraseña
===============================================
    ",
base,model,"ir.module.module,description",base.module_website_livechat,"
Allow website visitors to chat with the collaborators. This module also brings a feedback tool for the livechat and web pages to display your channel with its ratings on the website.
    ","
Allow website visitors to chat with the collaborators. This module also brings a feedback tool for the livechat and web pages to display your channel with its ratings on the website.
    ",
base,model,"ir.module.module,description",base.module_account_cancel,"
Allows canceling accounting entries.
====================================

This module adds a checkbox on the accounting journals to allow the cancellation of journal entries.

This checkbox is only visible on the accounting journals when the debug mode is active.

If this checkbox is set to TRUE, it allows users to cancel journal entries.

The accounting entry that is cancelled can then be modified and reposted or deleted.

It also operates on invoices, bank statements, payments ...

Be careful with this module as it has audit implications. Cancelling accounting entries is not authorized in all countries.
","
Permitir cancelación asientos contables.
===================================

Este módulo agrega una casilla de verificación en los diarios para habilitar la cancelación de asientos contables.

Esta casilla solo es visible en los diarios con el modo desarrollador activado.

Si esta casilla está marcada, se permite a los usuarios cancelar los asientos contables.

El asiento cancelado se puede modificar, volver a validar o eliminar.

También es aplicable a facturas, extractos bancarios, pagos ...

Tenga cuidado con este módulo ya que tiene consecuencias en las auditorías. La cancelación de asientos contables no está autorizada en todos los países.
",
base,model,"ir.module.module,description",base.module_sale_purchase,"
Allows the outsourcing of services. This module allows one to sell services provided
by external providers and will automatically generate purchase orders directed to the service seller.
    ","
Permita la subcontratación de servicios. Este módulo permite vender los servicios prestados 
por proveedores externos y generará automáticamente órdenes de compra dirigidas al vendedor de servicios.
    ",
base,model,"ir.module.module,description",base.module_mrp_bom_cost,"
Allows to compute the cost of the product based on its BoM,
using the costs of its components and work center operations.
It adds a button on the product itself but also an action in the list view of the products.
If the automated inventory valuation is active, the necessary accounting entries will be created.
","
Allows to compute the cost of the product based on its BoM,
using the costs of its components and work center operations.
It adds a button on the product itself but also an action in the list view of the products.
If the automated inventory valuation is active, the necessary accounting entries will be created.
",
base,model,"ir.module.module,description",base.module_sale_timesheet,"
Allows to sell timesheets in your sales order
=============================================

This module set the right product on all timesheet lines
according to the order/contract you work on. This allows to
have real delivered quantities in sales orders.
","
Permite vender los partes de tiempo en sus pedidos
=====================================================

Este módulo establece el producto adecuado en los partes de tiempo, de acuerdo con el pedido/contrato en el que esté trabajando. Esto permite detallar las horas realmente trabajadas en los pedidos.
",
base,model,"ir.module.module,description",base.module_snailmail,"
Allows users to send documents by post
=====================================================
        ","
Permite a los usuarios enviar documentos por correo postal
=====================================================
        ",
base,model,"ir.module.module,description",base.module_snailmail_account,"
Allows users to send invoices by post
=====================================================
        ","
Permite a los usuarios enviar facturas por correo postal
=====================================================
        ",
base,model,"ir.module.module,description",base.module_delivery,"
Allows you to add delivery methods in sale orders and picking.
==============================================================

You can define your own carrier for prices. When creating
invoices from picking, the system is able to add and compute the shipping line.
","
Permite agregar métodos de entrega en pedidos de venta y albaranes.
==============================================================

Puede definir transportista por precios. Al crear
facturas desde albaranes, el sistema es capaz de agregar y calcular qué transportista utilizar.
",
base,model,"ir.module.module,description",base.module_l10n_ar,"
Argentinian accounting chart and tax localization.
==================================================

Plan contable argentino e impuestos de acuerdo a disposiciones vigentes

    ","
Plan de cuentas y localización de impuesto argentino.
==================================================

Plan contable argentino e impuestos de acuerdo a disposiciones vigentes.

    ",
base,model,"ir.module.module,description",base.module_website_forum,"
Ask questions, get answers, no distractions
        ","
Realice preguntas, obtenga respuestas, sin distracciones
        ",
base,model,"ir.module.module,description",base.module_account_test,"
Asserts on accounting.
======================
With this module you can manually check consistencies and inconsistencies of accounting module from menu Reporting/Accounting/Accounting Tests.

You can write a query in order to create Consistency Test and you will get the result of the test 
in PDF format which can be accessed by Menu Reporting -> Accounting Tests, then select the test 
and print the report from Print button in header area.
","
Afirmaciones en contabilidad.
==========================
Con este módulo se pueden comprobar manualmente consistencias e inconsistencias del módulo de contabilidad desde el menú Informes / Contabilidad /Tests contables.

Puede escribir una consulta para crear un test de consistencia y se obtendrá el test en formato PDF, que puede ser accedido desde el menú Informes / Contabilidad / Tests contables, seleccionando el test e imprimiendo el informe desde el botón de impresión en el área superior.
",
base,model,"ir.module.module,description",base.module_document,"
Attachments list and document indexation
========================================
* Show attachment on the top of the forms
* Document Indexation: odt
","
Lista de adjuntos e indexación de documentos
===========================================
* Muestra adjuntos sobre los formularios
* Indexación de documentos: odt
",
base,model,"ir.module.module,description",base.module_l10n_au,"
Australian Accounting Module
============================

Australian accounting basic charts and localizations.

Also:
    - activates a number of regional currencies.
    - sets up Australian taxes.
    ","
Módulo de Contabilidad Australiano
============================

Plan de cuentas básico y localización australiana.

También:
- activa una serie de monedas regionales.
- establece los impuestos australianos.",
base,model,"ir.module.module,description",base.module_base_gengo,"
Automated Translations through Gengo API
========================================

This module will install passive scheduler job for automated translations 
using the Gengo API. To activate it, you must
1) Configure your Gengo authentication parameters under `Settings > Companies > Gengo Parameters`
2) Launch the wizard under `Settings > Application Terms > Gengo: Manual Request of Translation` and follow the wizard.

This wizard will activate the CRON job and the Scheduler and will start the automatic translation via Gengo Services for all the terms where you requested it.
    ","
Traducciones automáticas a través de la API Gengo
========================================

Este módulo instala una tarea del planificador pasiva para traducciones automáticas utilizando la API Gengo. Para activarla, debe
1) Configurar los parámetros de autentificación de Gengo en  'Configuración > Compañías > Parámetros Gengo'
2) Ejecutar el asistente en 'Configuración > Términos de la aplicación > Gengo: Petición manual de traducción' y seguir el asistente.

Este asistente activará una tarea CRON y el planificador iniciará la traducción automática vía los servicios de Gengo para todos los términos que solicite.
    ",
base,model,"ir.module.module,description",base.module_l10n_et,"
Base Module for Ethiopian Localization
======================================

This is the latest Ethiopian Odoo localization and consists of:
    - Chart of Accounts
    - VAT tax structure
    - Withholding tax structure
    - Regional State listings
    ","
Módulo base para localización etíope
======================================

Esta es la última localización etíope de Odoo y consiste en:
- Gráfico de cuentas
- Estructura fiscal del IVA
- Estructura de la retención
- Lista regional de estados",
